# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = parameter_estimation_model_model
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = parameter_estimation_model_4.data.R
# init = 2 (Default)
# random
#   seed = 297267789
# output
#   file = parameter_estimation_model_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma1.1,sigma1.2,theta1,theta2,theta3,theta4,theta.1,theta.2,theta.3,theta.4
-8.8443,0.840382,0.852824,2,3,0,11.6495,0.464986,0.468014,1.5033,1.02341,2.99285,0.985254,1.5033,1.02341,2.99285,0.985254
-8.8443,0.163927,0.852824,2,3,0,15.554,0.464986,0.468014,1.5033,1.02341,2.99285,0.985254,1.5033,1.02341,2.99285,0.985254
-6.26195,0.954586,0.852824,2,7,0,11.2438,0.511657,0.981473,1.50103,1.00571,3.0011,1.00439,1.50103,1.00571,3.0011,1.00439
-5.47522,0.815256,0.852824,3,11,0,8.59519,0.466947,0.508317,1.50509,1.00392,3.01448,1.00735,1.50509,1.00392,3.01448,1.00735
-4.63099,0.914957,0.852824,3,15,0,7.65211,0.682023,0.536291,1.51064,0.996363,2.99342,0.997895,1.51064,0.996363,2.99342,0.997895
-4.53977,0.85673,0.852824,2,3,0,7.33688,0.420318,0.556511,1.50415,0.995923,3.01042,0.993082,1.50415,0.995923,3.01042,0.993082
-4.10023,0.805598,0.852824,2,3,0,6.27089,0.640714,0.561773,1.49884,1.00008,2.99148,0.998701,1.49884,1.00008,2.99148,0.998701
-5.45391,0.887872,0.852824,2,3,0,6.00164,0.683064,0.705539,1.49363,1.0009,3.01159,1.00037,1.49363,1.0009,3.01159,1.00037
-5.49537,0.990777,0.852824,3,15,0,6.9172,0.589284,0.387449,1.50105,0.990255,2.99845,0.990731,1.50105,0.990255,2.99845,0.990731
-4.70934,0.998349,0.852824,3,15,0,6.65216,0.400414,0.505553,1.4995,1.00292,2.99622,0.999295,1.4995,1.00292,2.99622,0.999295
-6.19261,0.6422,0.852824,4,27,0,7.83639,0.842715,0.62762,1.5104,0.994844,3.00734,1.00065,1.5104,0.994844,3.00734,1.00065
-5.00445,0.953662,0.852824,3,11,0,7.40782,0.407225,0.576893,1.50845,0.98832,3.00252,0.994395,1.50845,0.98832,3.00252,0.994395
-7.22767,0.581138,0.852824,2,3,0,8.48441,0.865763,0.563904,1.49609,1.01449,2.99498,0.99515,1.49609,1.01449,2.99498,0.99515
-9.99008,0.951019,0.852824,2,3,0,16.0326,0.4182,0.547123,1.51929,0.975253,3.00689,0.998967,1.51929,0.975253,3.00689,0.998967
-12.2685,0.78737,0.852824,3,11,0,17.7973,0.488072,0.691969,1.49295,1.02179,3.00737,0.975204,1.49295,1.02179,3.00737,0.975204
-7.8806,0.919721,0.852824,2,7,0,17.754,0.46339,1.03306,1.50501,0.998316,2.98896,0.988943,1.50501,0.998316,2.98896,0.988943
-10.4626,0.798179,0.852824,2,7,0,13.3519,0.750725,0.325108,1.499,0.984155,3.00947,1.01111,1.499,0.984155,3.00947,1.01111
-5.35888,1,0.852824,2,3,0,10.1878,0.584706,0.828126,1.50507,0.995292,3.0002,0.990047,1.50507,0.995292,3.0002,0.990047
-7.87336,0.806926,0.852824,2,3,0,8.87464,0.659137,0.983908,1.51314,1.00463,2.9922,0.99348,1.51314,1.00463,2.9922,0.99348
-6.83362,0.996724,0.852824,3,11,0,9.94832,0.605444,0.370304,1.4948,0.991982,3.0101,0.992861,1.4948,0.991982,3.0101,0.992861
-4.01317,0.985643,0.852824,2,7,0,7.36037,0.579641,0.574756,1.50138,0.99189,3.00582,0.990731,1.50138,0.99189,3.00582,0.990731
-11.0205,0.269376,0.852824,2,3,0,14.9165,0.817573,0.610328,1.48225,0.985369,2.99519,0.983179,1.48225,0.985369,2.99519,0.983179
-6.41512,0.765326,0.852824,2,3,0,14.4051,0.835729,0.456402,1.49672,1.00618,3.00447,1.00607,1.49672,1.00618,3.00447,1.00607
-5.5725,0.91039,0.852824,2,7,0,9.09259,0.435131,0.559953,1.51454,1.00717,3.00272,0.997076,1.51454,1.00717,3.00272,0.997076
-11.097,0.684128,0.852824,3,11,0,11.7039,0.682268,0.683103,1.49714,0.980231,3.02936,1.01156,1.49714,0.980231,3.02936,1.01156
-8.63749,0.980625,0.852824,2,7,0,12.9203,0.680808,0.512433,1.4934,1.00659,2.97487,1.00696,1.4934,1.00659,2.97487,1.00696
-5.90426,0.918892,0.852824,2,3,0,11.1718,0.471469,0.555972,1.49738,0.984901,2.99322,1.01393,1.49738,0.984901,2.99322,1.01393
-4.85626,0.719754,0.852824,2,3,0,9.12261,0.458402,0.566664,1.51232,1.00401,3.0051,0.999969,1.51232,1.00401,3.0051,0.999969
-4.72172,0.889803,0.852824,2,3,0,6.45471,0.681874,0.584314,1.49191,0.995179,2.99618,1.00204,1.49191,0.995179,2.99618,1.00204
-8.19619,0.623917,0.852824,2,3,0,10.4812,0.41705,0.555252,1.52242,1.00353,3.00644,0.991076,1.52242,1.00353,3.00644,0.991076
-6.235,1,0.852824,2,3,0,10.1301,0.673544,0.584934,1.48912,0.997441,2.98698,0.997946,1.48912,0.997441,2.98698,0.997946
-9.19978,0.73022,0.852824,3,11,0,11.7424,0.625032,0.82261,1.51317,0.975577,2.9937,0.989578,1.51317,0.975577,2.9937,0.989578
-5.41015,0.926087,0.852824,2,3,0,11.9415,0.78779,0.717334,1.50579,0.999369,2.99965,0.997937,1.50579,0.999369,2.99965,0.997937
-10.6101,0.738512,0.852824,2,3,0,11.7984,0.38423,1.01682,1.49772,1.01195,2.98261,0.998834,1.49772,1.01195,2.98261,0.998834
-8.02747,0.826409,0.852824,2,3,0,13.0739,0.526043,1.00308,1.51505,1.00363,2.99061,1.00052,1.51505,1.00363,2.99061,1.00052
-6.82556,0.965683,0.852824,2,7,0,10.5444,0.614621,0.396762,1.49926,0.997996,3.00915,0.983395,1.49926,0.997996,3.00915,0.983395
-5.1073,1,0.852824,2,3,0,7.3672,0.639889,0.528352,1.50236,0.997126,3.01585,0.99097,1.50236,0.997126,3.01585,0.99097
-5.19544,0.9817,0.852824,2,7,0,6.2311,0.682285,0.51661,1.50637,1.00492,3.01311,0.997996,1.50637,1.00492,3.01311,0.997996
-8.9352,0.54201,0.852824,2,3,0,10.9949,0.562286,0.59164,1.49339,1.01078,3.02494,0.985864,1.49339,1.01078,3.02494,0.985864
-5.74502,0.941785,0.852824,4,19,0,11.9205,0.47227,0.67927,1.50101,1.01202,3.00087,1.01193,1.50101,1.01202,3.00087,1.01193
-3.56543,1,0.852824,2,3,0,5.90789,0.488988,0.555619,1.50204,0.992537,3.0065,0.998116,1.50204,0.992537,3.0065,0.998116
-3.67644,0.956679,0.852824,3,11,0,4.28652,0.509621,0.597933,1.49803,1.00275,2.99865,1.0043,1.49803,1.00275,2.99865,1.0043
-4.07799,0.706682,0.852824,2,3,0,6.76157,0.52271,0.563456,1.50359,0.988328,3.00931,0.998365,1.50359,0.988328,3.00931,0.998365
-4.47649,0.828773,0.852824,2,3,0,5.64958,0.470724,0.525866,1.51023,1.00229,2.99395,1.00237,1.51023,1.00229,2.99395,1.00237
-4.985,0.817293,0.852824,2,3,0,7.06026,0.450959,0.539826,1.4994,1.00382,2.98726,1.00506,1.4994,1.00382,2.98726,1.00506
-3.74236,0.705153,0.852824,2,3,0,7.23107,0.560165,0.573887,1.50586,0.990164,3.00358,0.998778,1.50586,0.990164,3.00358,0.998778
-10.1067,0.343834,0.852824,2,3,0,11.8466,0.598798,0.468193,1.47587,1.00356,3.00832,1.00589,1.47587,1.00356,3.00832,1.00589
-5.62997,1,0.852824,2,7,0,11.196,0.633232,0.543453,1.50205,0.984989,3.01365,1.00686,1.50205,0.984989,3.01365,1.00686
-4.42042,1,0.852824,2,3,0,5.97931,0.561181,0.626819,1.50109,0.991196,3.01243,1.00178,1.50109,0.991196,3.01243,1.00178
-5.325,0.863042,0.852824,2,3,0,6.39953,0.632166,0.487003,1.50256,1.00494,2.9845,0.998585,1.50256,1.00494,2.9845,0.998585
-4.8018,0.990204,0.852824,3,15,0,6.49014,0.449215,0.643715,1.49659,0.990019,3.00916,0.996172,1.49659,0.990019,3.00916,0.996172
-6.72282,0.389405,0.852824,2,3,0,10.7098,0.561143,0.668259,1.51904,0.986267,2.99834,0.995203,1.51904,0.986267,2.99834,0.995203
-5.54194,0.963986,0.852824,3,11,0,7.73579,0.562316,0.490354,1.48804,1.00303,3.00241,0.997469,1.48804,1.00303,3.00241,0.997469
-6.08482,0.803736,0.852824,2,3,0,9.29527,0.498574,0.616303,1.49912,0.996062,3.02355,1.00024,1.49912,0.996062,3.02355,1.00024
-5.6752,1,0.852824,2,3,0,6.46137,0.588571,0.491877,1.50553,1.00021,2.98069,0.993725,1.50553,1.00021,2.98069,0.993725
-6.69366,0.961337,0.852824,4,31,0,8.28377,0.584427,0.569863,1.49422,0.985658,3.01897,1.01034,1.49422,0.985658,3.01897,1.01034
-4.01535,0.864891,0.852824,2,3,0,9.13008,0.585736,0.466781,1.50758,0.994449,3.00233,1.00047,1.50758,0.994449,3.00233,1.00047
-4.55696,0.696835,0.852824,2,3,0,7.46121,0.572142,0.732087,1.4989,1.00691,3.00372,0.996072,1.4989,1.00691,3.00372,0.996072
-5.78624,0.691868,0.852824,2,3,0,9.42758,0.845077,0.525761,1.49606,0.995401,3.00295,0.991105,1.49606,0.995401,3.00295,0.991105
-5.68207,0.966708,0.852824,2,3,0,7.2068,0.841626,0.592265,1.50241,0.994496,2.99088,0.995088,1.50241,0.994496,2.99088,0.995088
-7.35213,0.911395,0.852824,2,3,0,8.17779,0.338149,0.510841,1.50464,1.00151,3.01388,1.00036,1.50464,1.00151,3.01388,1.00036
-7.23386,0.83157,0.852824,5,31,0,11.7811,0.989794,0.51836,1.50028,0.989263,3.01096,1.00123,1.50028,0.989263,3.01096,1.00123
-7.74307,0.676966,0.852824,3,15,0,13.202,0.362044,0.573917,1.49284,0.995603,2.99166,1.0129,1.49284,0.995603,2.99166,1.0129
-6.16711,1,0.852824,2,3,0,9.36541,0.669931,0.543089,1.51171,0.986868,3.01398,0.997917,1.51171,0.986868,3.01398,0.997917
-7.48536,0.893727,0.852824,2,3,0,9.47327,0.553231,0.774207,1.48963,1.01406,3.0097,0.993602,1.48963,1.01406,3.0097,0.993602
-7.73878,0.885763,0.852824,2,7,0,11.3373,0.59498,0.664367,1.51076,0.986906,2.97971,0.986492,1.51076,0.986906,2.97971,0.986492
-7.79508,0.799021,0.852824,3,11,0,12.5286,0.485752,0.502627,1.50037,1.01795,3.01702,1.01011,1.50037,1.01795,3.01702,1.01011
-6.51375,1,0.852824,2,3,0,8.48579,0.544667,0.719442,1.50184,0.985494,2.98604,0.988989,1.50184,0.985494,2.98604,0.988989
-4.89231,1,0.852824,2,3,0,6.9233,0.445875,0.452345,1.5095,0.995761,3.00637,1.00021,1.5095,0.995761,3.00637,1.00021
-5.08724,0.846548,0.852824,2,3,0,7.27559,0.634677,0.654289,1.49524,0.991019,2.99029,0.996612,1.49524,0.991019,2.99029,0.996612
-5.08724,0.471141,0.852824,2,3,0,12.0379,0.634677,0.654289,1.49524,0.991019,2.99029,0.996612,1.49524,0.991019,2.99029,0.996612
-7.21042,0.821221,0.852824,2,3,0,7.89968,0.738289,0.388268,1.51343,0.995458,2.99932,1.00196,1.51343,0.995458,2.99932,1.00196
-4.34774,0.957471,0.852824,4,15,0,8.57317,0.675371,0.469717,1.50017,0.996067,2.99498,0.994948,1.50017,0.996067,2.99498,0.994948
# 
#  Elapsed Time: 3.48512 seconds (Warm-up)
#                0.376653 seconds (Sampling)
#                3.86177 seconds (Total)
# 
