# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = parameter_estimation_model_model
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = parameter_estimation_model_3.data.R
# init = 2 (Default)
# random
#   seed = 297267787
# output
#   file = parameter_estimation_model_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma1.1,sigma1.2,theta1,theta2,theta3,theta4,theta.1,theta.2,theta.3,theta.4
-7.63205,0.853072,0.581939,3,7,0,8.96922,0.40956,0.732832,1.51467,1.00232,3.00154,1.0087,1.51467,1.00232,3.00154,1.0087
-5.50157,0.936582,0.581939,2,3,0,9.7898,0.558862,0.485551,1.49835,1.00239,3.00882,0.984101,1.49835,1.00239,3.00882,0.984101
-5.32616,0.990598,0.581939,3,7,0,7.26889,0.571347,0.67273,1.50321,0.994246,2.9925,1.01329,1.50321,0.994246,2.9925,1.01329
-5.78812,0.935275,0.581939,3,7,0,8.58426,0.470585,0.623955,1.50203,0.990669,3.01078,0.98346,1.50203,0.990669,3.01078,0.98346
-5.48395,0.929555,0.581939,3,7,0,8.60954,0.552229,0.463622,1.50803,0.985416,2.98624,0.99443,1.50803,0.985416,2.98624,0.99443
-8.8355,0.83342,0.581939,3,7,0,11.9337,0.598976,0.767267,1.48555,0.984975,3.00841,1.01802,1.48555,0.984975,3.00841,1.01802
-7.99046,1,0.581939,3,7,0,10.5814,0.495311,0.458723,1.51507,1.00648,2.99117,0.976147,1.51507,1.00648,2.99117,0.976147
-10.4299,0.862693,0.581939,3,7,0,13.7143,0.557545,0.478354,1.50616,1.02014,2.98921,0.974472,1.50616,1.02014,2.98921,0.974472
-7.63626,0.985189,0.581939,2,3,0,12.1009,0.637332,0.525991,1.51373,1.00803,2.99131,0.977396,1.51373,1.00803,2.99131,0.977396
-9.32159,0.841408,0.581939,3,7,0,13.2725,0.553625,0.71547,1.51808,0.975146,3.00635,1.00132,1.51808,0.975146,3.00635,1.00132
-7.77017,0.974326,0.581939,3,7,0,12.8849,0.601312,0.387298,1.50418,0.975446,2.99245,0.989105,1.50418,0.975446,2.99245,0.989105
-5.58864,0.880662,0.581939,3,7,0,14.0355,0.468908,0.622624,1.49621,0.99314,3.01067,1.01398,1.49621,0.99314,3.01067,1.01398
-5.87771,0.951989,0.581939,3,7,0,8.52658,0.543752,0.873182,1.50548,0.995731,2.9894,1.00217,1.50548,0.995731,2.9894,1.00217
-6.26705,0.809876,0.581939,3,7,0,10.7202,0.660419,0.492523,1.49094,1.00124,3.01799,1.00312,1.49094,1.00124,3.01799,1.00312
-5.84532,0.990416,0.581939,2,7,0,7.01895,0.648309,0.530863,1.48908,1.00367,3.0131,0.998669,1.48908,1.00367,3.0131,0.998669
-4.92993,0.964692,0.581939,3,7,0,8.07388,0.59611,0.523871,1.51489,0.993012,2.99463,0.994269,1.51489,0.993012,2.99463,0.994269
-6.29964,0.875133,0.581939,3,7,0,9.19043,0.638884,0.617804,1.49881,1.00218,3.02247,0.996225,1.49881,1.00218,3.02247,0.996225
-6.02204,0.996482,0.581939,3,7,0,8.97523,0.432366,0.681384,1.50126,0.996082,2.98276,1.00335,1.50126,0.996082,2.98276,1.00335
-7.78745,0.820735,0.581939,3,7,0,12.0745,0.500555,0.451363,1.49715,0.995367,2.99116,1.02283,1.49715,0.995367,2.99116,1.02283
-8.31129,0.99071,0.581939,3,7,0,10.0579,0.533222,0.653985,1.51101,1.00327,3.02103,0.97962,1.51101,1.00327,3.02103,0.97962
-7.05611,0.991597,0.581939,3,7,0,11.1874,0.862716,0.529133,1.49678,1.00503,2.985,0.996085,1.49678,1.00503,2.985,0.996085
-6.65579,0.964603,0.581939,3,7,0,9.80182,0.389654,0.53832,1.49433,0.999558,3.01171,0.989663,1.49433,0.999558,3.01171,0.989663
-5.82492,0.971079,0.581939,3,7,0,9.4816,0.747921,0.462106,1.49527,1.00728,3.0074,1.002,1.49527,1.00728,3.0074,1.002
-6.59781,0.808741,0.581939,3,7,0,12.2405,0.510404,0.408329,1.50158,1.00188,3.01348,1.01118,1.50158,1.00188,3.01348,1.01118
-7.20952,0.967788,0.581939,3,7,0,10.0757,0.410279,0.775305,1.50422,1.00182,2.99447,0.982066,1.50422,1.00182,2.99447,0.982066
-7.52559,0.995318,0.581939,3,7,0,9.59029,0.469127,0.725188,1.50414,0.993564,2.98892,0.978843,1.50414,0.993564,2.98892,0.978843
-6.00627,1,0.581939,2,3,0,7.9119,0.494708,0.684494,1.50948,0.990312,2.99194,0.983417,1.50948,0.990312,2.99194,0.983417
-6.14217,0.993899,0.581939,3,7,0,7.83802,0.763747,0.536142,1.48927,1.00008,3.00436,1.01105,1.48927,1.00008,3.00436,1.01105
-5.11528,1,0.581939,2,3,0,6.40255,0.707748,0.531269,1.49049,1.00036,3.00433,1.00485,1.49049,1.00036,3.00433,1.00485
-3.94111,0.860007,0.581939,3,7,0,9.2377,0.513151,0.550619,1.5093,0.992098,2.99832,0.992054,1.5093,0.992098,2.99832,0.992054
-5.63027,0.869996,0.581939,3,7,0,6.39544,0.674809,0.543036,1.49948,0.991846,2.98319,0.995233,1.49948,0.991846,2.98319,0.995233
-9.29111,0.848663,0.581939,3,7,0,10.8691,0.369931,0.502617,1.48729,1.00797,3.01758,1.00734,1.48729,1.00797,3.01758,1.00734
-5.54837,1,0.581939,3,7,0,10.6115,0.565234,0.529571,1.50256,1.01657,3.00956,0.996909,1.50256,1.01657,3.00956,0.996909
-7.88111,0.868154,0.581939,3,7,0,9.27049,0.562481,0.82738,1.51125,0.989908,2.98062,0.991704,1.51125,0.989908,2.98062,0.991704
-6.19203,0.754772,0.581939,2,7,0,18.2329,0.609354,0.51038,1.51367,0.991609,2.99082,1.00952,1.51367,0.991609,2.99082,1.00952
-4.7696,0.923745,0.581939,2,7,0,8.53128,0.500298,0.707823,1.49822,1.00203,3.01247,0.995878,1.49822,1.00203,3.01247,0.995878
-4.89375,0.954377,0.581939,2,7,0,5.99182,0.517813,0.651206,1.4955,1.00251,3.00724,0.989693,1.4955,1.00251,3.00724,0.989693
-6.13304,0.849307,0.581939,2,3,0,7.67078,0.500244,0.597514,1.49002,1.00129,3.0164,0.994076,1.49002,1.00129,3.0164,0.994076
-7.3465,0.902102,0.581939,3,7,0,9.76189,0.612932,0.489637,1.49408,1.01371,3.01453,0.988602,1.49408,1.01371,3.01453,0.988602
-8.86085,0.947349,0.581939,3,7,0,10.935,0.396104,0.510446,1.50484,0.973992,2.99187,1.01079,1.50484,0.973992,2.99187,1.01079
-8.29416,1,0.581939,3,7,0,11.8602,0.37222,0.505141,1.50686,0.973301,2.99482,0.996092,1.50686,0.973301,2.99482,0.996092
-8.12683,0.816613,0.581939,3,7,0,13.6534,0.377546,0.792249,1.49624,0.980174,3.00158,1.00106,1.49624,0.980174,3.00158,1.00106
-6.85755,0.976315,0.581939,3,7,0,10.9289,0.909006,0.541929,1.50445,1.01006,3.00819,0.995254,1.50445,1.01006,3.00819,0.995254
-8.01027,0.965329,0.581939,3,7,0,9.36817,0.355112,0.68986,1.49309,0.992623,2.99532,1.01165,1.49309,0.992623,2.99532,1.01165
-8.08409,0.925896,0.581939,3,7,0,11.8062,0.896832,0.477802,1.49638,1.0055,2.99691,0.983205,1.49638,1.0055,2.99691,0.983205
-5.15904,1,0.581939,3,7,0,9.45479,0.563875,0.54391,1.49657,0.997899,3.01255,1.0128,1.49657,0.997899,3.01255,1.0128
-5.87435,0.925943,0.581939,3,7,0,7.99379,0.621482,0.454105,1.51528,0.993136,2.99486,0.986855,1.51528,0.993136,2.99486,0.986855
-6.24213,0.918813,0.581939,3,7,0,8.96009,0.462842,0.756191,1.48952,1.005,3.00819,1.00732,1.48952,1.005,3.00819,1.00732
-5.68914,0.885707,0.581939,3,7,0,8.29453,0.663117,0.442749,1.51435,0.991888,2.99649,0.992386,1.51435,0.991888,2.99649,0.992386
-6.08235,0.968008,0.581939,2,7,0,7.51326,0.689825,0.541329,1.51357,1.00098,2.9861,0.990746,1.51357,1.00098,2.9861,0.990746
-5.60804,0.998137,0.581939,3,7,0,7.87445,0.644704,0.592315,1.51214,0.990335,2.98719,0.993558,1.51214,0.990335,2.98719,0.993558
-5.44938,0.985743,0.581939,3,7,0,7.98862,0.396722,0.475824,1.50488,1.00044,2.9932,0.988818,1.50488,1.00044,2.9932,0.988818
-9.14397,0.692099,0.581939,3,7,0,14.4398,0.94643,0.501149,1.51166,0.97635,3.00246,0.991364,1.51166,0.97635,3.00246,0.991364
-7.97176,0.840185,0.581939,3,7,0,14.9963,0.753797,0.4988,1.50127,1.0195,2.98703,0.998308,1.50127,1.0195,2.98703,0.998308
-8.80348,0.907368,0.581939,3,7,0,14.2192,0.622417,0.544581,1.49878,0.967596,3.00658,1.00932,1.49878,0.967596,3.00658,1.00932
-8.75491,0.993378,0.581939,3,7,0,12.2305,0.432479,0.59622,1.50627,1.02334,3.01151,0.98461,1.50627,1.02334,3.01151,0.98461
-9.92161,0.948944,0.581939,3,7,0,12.8048,0.698109,0.714228,1.49101,0.973683,2.98688,1.0107,1.49101,0.973683,2.98688,1.0107
-10.112,0.997101,0.581939,3,7,0,13.3553,0.703876,0.499131,1.49952,1.02233,3.00882,0.979313,1.49952,1.02233,3.00882,0.979313
-9.16903,0.967028,0.581939,2,7,0,12.8956,0.540515,0.713204,1.50466,0.971401,2.99704,1.01378,1.50466,0.971401,2.99704,1.01378
-5.04075,0.969971,0.581939,2,7,0,11.0246,0.619698,0.49322,1.50055,1.00912,3.00394,1.00908,1.50055,1.00912,3.00394,1.00908
-3.94103,0.986924,0.581939,3,7,0,6.0013,0.567173,0.533466,1.49745,0.988998,3.00689,0.998617,1.49745,0.988998,3.00689,0.998617
-4.14691,0.991677,0.581939,3,7,0,4.56288,0.490316,0.566894,1.50751,1.00655,2.99314,0.998517,1.50751,1.00655,2.99314,0.998517
-4.80202,0.906977,0.581939,2,7,0,5.98314,0.608077,0.614192,1.49157,1.00158,3.00232,0.993841,1.49157,1.00158,3.00232,0.993841
-5.01426,0.887268,0.581939,2,7,0,9.05135,0.582237,0.473412,1.4916,0.99903,3.01073,1.00532,1.4916,0.99903,3.01073,1.00532
-6.81263,0.911555,0.581939,3,7,0,7.84569,0.728932,0.587805,1.50741,0.988316,2.98072,0.995582,1.50741,0.988316,2.98072,0.995582
-6.79848,0.835967,0.581939,3,7,0,15.6102,0.638711,0.530108,1.50107,1.00764,3.01555,0.982635,1.50107,1.00764,3.01555,0.982635
-4.45896,0.992171,0.581939,3,7,0,8.39894,0.530735,0.676481,1.49778,0.99988,2.99976,0.989877,1.49778,0.99988,2.99976,0.989877
-5.54403,0.958585,0.581939,2,7,0,6.96081,0.647518,0.468046,1.49915,1.00986,3.01203,0.997061,1.49915,1.00986,3.01203,0.997061
-5.60412,0.906575,0.581939,3,7,0,9.12635,0.75305,0.655866,1.51045,1.00333,2.99269,0.999602,1.51045,1.00333,2.99269,0.999602
-7.21172,0.927656,0.581939,3,7,0,8.83546,0.914919,0.661549,1.48938,0.998283,2.99902,0.99457,1.48938,0.998283,2.99902,0.99457
-4.91306,0.980117,0.581939,3,7,0,8.92636,0.447754,0.606183,1.50384,0.991364,2.9891,0.991197,1.50384,0.991364,2.9891,0.991197
# 
#  Elapsed Time: 3.10697 seconds (Warm-up)
#                0.394674 seconds (Sampling)
#                3.50165 seconds (Total)
# 
