# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = parameter_estimation_model_model
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = parameter_estimation_model_2.data.R
# init = 2 (Default)
# random
#   seed = 3242791296
# output
#   file = parameter_estimation_model_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma1.1,sigma1.2,theta1,theta2,theta3,theta4,theta.1,theta.2,theta.3,theta.4
42.299,0.946294,0.277134,4,15,0,-38.818,0.0847205,0.0712833,1.49796,0.99945,3.00405,1.00244,1.49796,0.99945,3.00405,1.00244
40.7189,0.835818,0.277134,2,7,0,-38.7404,0.0794958,0.0630292,1.49623,0.999466,3.00126,1.00195,1.49623,0.999466,3.00126,1.00195
42.0167,0.999431,0.277134,2,7,0,-40.3198,0.0789716,0.0713924,1.49813,1.00225,3.00414,1.0051,1.49813,1.00225,3.00414,1.0051
42.1067,0.996865,0.277134,4,15,0,-41.5633,0.0680679,0.0738296,1.50186,1.00406,2.99559,0.996658,1.50186,1.00406,2.99559,0.996658
41.202,0.956693,0.277134,4,15,0,-39.9947,0.0885689,0.083754,1.50113,0.994195,2.99455,0.997009,1.50113,0.994195,2.99455,0.997009
36.8982,0.729645,0.277134,4,15,0,-34.9572,0.140432,0.071675,1.50022,1.00774,3.00245,0.990409,1.50022,1.00774,3.00245,0.990409
38.6277,0.960346,0.277134,3,15,0,-35.9993,0.100839,0.0667777,1.50251,1.00718,3.00541,1.00359,1.50251,1.00718,3.00541,1.00359
37.2315,0.945169,0.277134,4,19,0,-35.192,0.11652,0.092633,1.49356,0.991681,3.00623,1.00015,1.49356,0.991681,3.00623,1.00015
37.2948,1,0.277134,3,7,0,-35.9237,0.125756,0.0961805,1.49364,0.992805,3.00881,1.00013,1.49364,0.992805,3.00881,1.00013
35.4539,0.888447,0.277134,4,15,0,-33.7648,0.105966,0.123476,1.50062,0.999792,3.01202,1.00829,1.50062,0.999792,3.01202,1.00829
35.2236,0.924082,0.277134,4,31,0,-32.8222,0.0774491,0.0755121,1.50536,0.994703,2.99722,1.00261,1.50536,0.994703,2.99722,1.00261
39.3754,1,0.277134,4,15,0,-32.2712,0.0790352,0.0703963,1.50325,0.996379,2.99025,1.00324,1.50325,0.996379,2.99025,1.00324
40.6015,0.977073,0.277134,4,15,0,-38.227,0.0641206,0.0939072,1.50256,1.00039,2.99579,0.993949,1.50256,1.00039,2.99579,0.993949
41.4388,0.983013,0.277134,4,15,0,-38.1884,0.104244,0.0591437,1.50019,1.00462,3.00007,1.00026,1.50019,1.00462,3.00007,1.00026
36.4563,0.772611,0.277134,4,15,0,-35.4168,0.0926743,0.0948834,1.51061,1.01174,2.99488,0.991346,1.51061,1.01174,2.99488,0.991346
36.1877,0.891791,0.277134,4,31,0,-32.2481,0.10866,0.0560686,1.49941,0.998306,3.00309,1.01088,1.49941,0.998306,3.00309,1.01088
39.2242,0.981437,0.277134,4,15,0,-34.6051,0.0873426,0.138057,1.49826,0.996351,3.00744,0.999138,1.49826,0.996351,3.00744,0.999138
37.5987,0.894568,0.277134,3,7,0,-35.5443,0.0687466,0.129332,1.49772,0.98776,2.99259,1.00245,1.49772,0.98776,2.99259,1.00245
38.2187,0.960335,0.277134,3,7,0,-36.5095,0.0632107,0.1203,1.50102,0.989578,2.99947,1.00356,1.50102,0.989578,2.99947,1.00356
38.8339,1,0.277134,4,15,0,-36.4759,0.10324,0.054516,1.50149,1.01254,2.99668,0.994734,1.50149,1.01254,2.99668,0.994734
37.7998,0.709907,0.277134,4,15,0,-32.6872,0.0843986,0.0421983,1.50362,1.00312,2.99219,1.00096,1.50362,1.00312,2.99219,1.00096
34.0222,0.973467,0.277134,4,15,0,-31.4727,0.138692,0.135415,1.49456,0.99392,3.02381,1.0083,1.49456,0.99392,3.02381,1.0083
33.1806,0.676341,0.277134,4,15,0,-21.9678,0.038634,0.0945595,1.49911,0.998458,3.01557,0.997787,1.49911,0.998458,3.01557,0.997787
38.28,1,0.277134,3,7,0,-30.4003,0.0664525,0.061667,1.50047,1.00309,2.98359,1.00404,1.50047,1.00309,2.98359,1.00404
37.5414,0.9412,0.277134,4,15,0,-36.2679,0.0871534,0.0995099,1.49558,1.00885,2.99316,1.00991,1.49558,1.00885,2.99316,1.00991
37.3815,0.865111,0.277134,4,15,0,-34.365,0.0838853,0.100154,1.49863,1.00673,3.00484,1.01085,1.49863,1.00673,3.00484,1.01085
40.4469,0.994279,0.277134,4,15,0,-36.7417,0.0912123,0.0718889,1.50043,1.00113,2.99881,0.994183,1.50043,1.00113,2.99881,0.994183
40.12,0.961244,0.277134,3,7,0,-36.6741,0.0740164,0.0878499,1.50608,1.0055,2.99214,0.990055,1.50608,1.0055,2.99214,0.990055
39.4406,0.986177,0.277134,3,15,0,-36.8879,0.10332,0.0555936,1.4959,0.993205,2.99561,1.00693,1.4959,0.993205,2.99561,1.00693
39.5883,0.844429,0.277134,3,7,0,-34.608,0.113047,0.0606252,1.49657,0.994395,3.00856,1.00018,1.49657,0.994395,3.00856,1.00018
40.9305,0.983172,0.277134,3,7,0,-38.4637,0.0815303,0.0753455,1.50229,0.997994,2.99385,1.00271,1.50229,0.997994,2.99385,1.00271
39.8891,0.914441,0.277134,3,15,0,-38.6268,0.0839465,0.0527676,1.5042,1.00437,3.00069,0.997577,1.5042,1.00437,3.00069,0.997577
34.5027,0.922545,0.277134,3,7,0,-31.463,0.117801,0.0381145,1.50642,1.01357,2.99795,0.991702,1.50642,1.01357,2.99795,0.991702
32.1406,0.882297,0.277134,4,15,0,-25.8942,0.0877597,0.269531,1.49527,0.991728,3.0038,1.01013,1.49527,0.991728,3.0038,1.01013
39.4955,0.980427,0.277134,3,15,0,-29.8584,0.0741741,0.0803929,1.50449,0.992624,3.00018,0.992997,1.50449,0.992624,3.00018,0.992997
41.2996,0.789092,0.277134,3,11,0,-36.6903,0.0858914,0.0950568,1.49998,0.997393,2.99356,0.999812,1.49998,0.997393,2.99356,0.999812
41.7587,0.990002,0.277134,4,15,0,-40.2606,0.0658952,0.0600235,1.49781,1.00369,3.00911,1.00242,1.49781,1.00369,3.00911,1.00242
39.8098,0.753303,0.277134,3,7,0,-38.1297,0.0585151,0.0669632,1.49343,0.996463,3.01138,1.00657,1.49343,0.996463,3.01138,1.00657
41.877,1,0.277134,4,15,0,-39.061,0.0777275,0.0787889,1.50393,1.00295,2.99566,0.99747,1.50393,1.00295,2.99566,0.99747
41.4275,0.981698,0.277134,3,15,0,-38.6589,0.0981094,0.0890365,1.50072,1.00709,2.99739,1.00038,1.50072,1.00709,2.99739,1.00038
39.7075,0.912395,0.277134,3,7,0,-33.1851,0.0625912,0.0458661,1.49753,0.996517,2.99968,1.00511,1.49753,0.996517,2.99968,1.00511
38.7134,0.958581,0.277134,2,3,0,-38.3298,0.0611199,0.0429398,1.49719,0.998385,2.99847,1.00585,1.49719,0.998385,2.99847,1.00585
39.5002,0.924181,0.277134,4,15,0,-33.3713,0.0572387,0.104095,1.50588,0.998328,2.9888,0.992538,1.50588,0.998328,2.9888,0.992538
39.1236,0.964933,0.277134,4,15,0,-36.9462,0.113317,0.0667221,1.49253,0.997743,3.00906,1.01272,1.49253,0.997743,3.00906,1.01272
42.0674,0.966352,0.277134,4,15,0,-37.7143,0.0688172,0.0724642,1.50173,1.00565,3.0032,0.998304,1.50173,1.00565,3.0032,0.998304
39.4835,0.709716,0.277134,3,7,0,-38.2559,0.054538,0.0724353,1.50054,1.00955,2.991,1.00026,1.50054,1.00955,2.991,1.00026
41.2293,1,0.277134,3,7,0,-39.0612,0.0931173,0.0696407,1.49931,1.00006,3.00727,0.99719,1.49931,1.00006,3.00727,0.99719
38.7135,0.944031,0.277134,4,15,0,-38.5114,0.101583,0.0733185,1.4951,1.00598,2.99381,1.00888,1.4951,1.00598,2.99381,1.00888
36.9904,0.997033,0.277134,3,7,0,-34.9245,0.103325,0.105052,1.49472,1.00603,3.0017,1.01499,1.49472,1.00603,3.0017,1.01499
39.6073,0.992199,0.277134,4,15,0,-35.5761,0.0882678,0.0563182,1.50691,1.00252,2.98236,0.993721,1.50691,1.00252,2.98236,0.993721
37.9655,0.914227,0.277134,3,7,0,-36.0055,0.0805429,0.0546493,1.50482,1.01471,2.98248,0.995833,1.50482,1.01471,2.98248,0.995833
38.0585,0.924671,0.277134,4,15,0,-33.5952,0.0482913,0.10773,1.50497,1.00445,2.99734,0.993315,1.50497,1.00445,2.99734,0.993315
39.8641,0.793165,0.277134,3,7,0,-35.2767,0.0539982,0.100796,1.50392,1.00119,2.98552,0.99747,1.50392,1.00119,2.98552,0.99747
42.074,0.678423,0.277134,3,15,0,-36.6606,0.0899224,0.0674513,1.49934,0.997578,3.00152,1.00218,1.49934,0.997578,3.00152,1.00218
41.0733,0.982534,0.277134,4,15,0,-40.5187,0.0995659,0.0824109,1.49718,1.003,3.01041,1.00128,1.49718,1.003,3.01041,1.00128
41.5505,0.987679,0.277134,4,15,0,-39.2745,0.0731699,0.0597097,1.49799,0.995236,3.00361,1.00096,1.49799,0.995236,3.00361,1.00096
40.6077,0.94508,0.277134,2,7,0,-33.1264,0.0735344,0.0455563,1.49898,0.998747,3.00401,1.00158,1.49898,0.998747,3.00401,1.00158
38.6916,0.930754,0.277134,3,15,0,-36.007,0.107598,0.12264,1.49645,1.00991,3.00446,1.00621,1.49645,1.00991,3.00446,1.00621
35.6838,0.762592,0.277134,3,15,0,-32.2225,0.10271,0.11329,1.49354,1.00186,2.99988,1.00057,1.49354,1.00186,2.99988,1.00057
38.6388,0.96927,0.277134,3,7,0,-33.9797,0.0996248,0.123759,1.49921,1.00273,3.00883,1.00606,1.49921,1.00273,3.00883,1.00606
40.1617,0.953379,0.277134,4,15,0,-35.4911,0.0908867,0.0490116,1.50471,1.00417,2.9946,0.995782,1.50471,1.00417,2.9946,0.995782
36.23,0.94766,0.277134,3,15,0,-34.3884,0.052274,0.158774,1.49505,1.00183,3.00587,1.00616,1.49505,1.00183,3.00587,1.00616
38.1091,0.999799,0.277134,4,15,0,-34.1086,0.120448,0.0455004,1.50053,0.997375,2.99338,1.00365,1.50053,0.997375,2.99338,1.00365
38.4353,0.988365,0.277134,4,15,0,-35.8657,0.0747446,0.151933,1.50067,1.00487,3.00891,1.00027,1.50067,1.00487,3.00891,1.00027
40.4361,0.969717,0.277134,3,15,0,-35.6952,0.0633281,0.0930176,1.49958,0.995343,3.00714,1.00333,1.49958,0.995343,3.00714,1.00333
39.1715,0.981818,0.277134,3,7,0,-38.1095,0.0558762,0.0952443,1.49457,0.994558,3.00464,1.00781,1.49457,0.994558,3.00464,1.00781
38.2026,0.461423,0.277134,4,15,0,-34.5727,0.135786,0.0730931,1.50651,1.01261,2.98961,0.99146,1.50651,1.01261,2.98961,0.99146
36.2758,0.808904,0.277134,3,7,0,-33.8699,0.0938876,0.0983377,1.50038,1.00069,2.99525,0.990256,1.50038,1.00069,2.99525,0.990256
34.6182,0.984926,0.277134,4,15,0,-32.0584,0.131911,0.0718163,1.50385,1.00554,2.97912,0.988407,1.50385,1.00554,2.97912,0.988407
35.2049,0.868254,0.277134,4,15,0,-30.3904,0.125329,0.0646681,1.50227,1.00939,2.98207,0.991347,1.50227,1.00939,2.98207,0.991347
36.9148,0.991173,0.277134,3,7,0,-34.4829,0.0999785,0.0701797,1.50857,1.00965,2.98505,0.998504,1.50857,1.00965,2.98505,0.998504
36.3393,0.969341,0.277134,3,7,0,-33.7727,0.102287,0.0593885,1.50198,1.01505,2.98361,0.996197,1.50198,1.01505,2.98361,0.996197
34.4423,1,0.277134,3,7,0,-31.6344,0.111325,0.0732149,1.51116,1.02016,2.98302,0.993866,1.51116,1.02016,2.98302,0.993866
37.23,0.981831,0.277134,4,15,0,-33.9086,0.0875338,0.0837363,1.49071,0.983345,3.01464,1.01163,1.49071,0.983345,3.01464,1.01163
37.4163,0.862153,0.277134,3,7,0,-34.9686,0.0948539,0.0984357,1.49325,0.987997,3.00794,1.01424,1.49325,0.987997,3.00794,1.01424
40.039,0.988757,0.277134,4,15,0,-36.8354,0.0861151,0.0912492,1.49417,0.995204,3.01699,1.00566,1.49417,0.995204,3.01699,1.00566
39.7569,0.797267,0.277134,4,31,0,-36.8784,0.0758567,0.0922099,1.50652,1.0025,2.99162,0.989423,1.50652,1.0025,2.99162,0.989423
38.3452,0.770839,0.277134,4,15,0,-34.5209,0.123964,0.0532844,1.49817,0.994835,2.99991,1.00809,1.49817,0.994835,2.99991,1.00809
38.9344,0.95473,0.277134,3,7,0,-35.2347,0.110596,0.0504571,1.49605,0.995253,2.99546,1.00768,1.49605,0.995253,2.99546,1.00768
41.067,0.961996,0.277134,4,15,0,-36.3088,0.0652569,0.0984067,1.49964,1.00861,2.99853,1.0001,1.49964,1.00861,2.99853,1.0001
41.0343,0.876121,0.277134,4,15,0,-32.1194,0.0746781,0.0678483,1.49799,1.01096,3.00646,1.0012,1.49799,1.01096,3.00646,1.0012
38.2482,0.934446,0.277134,4,15,0,-34.2961,0.0794044,0.073904,1.50724,0.998836,2.97624,0.990859,1.50724,0.998836,2.97624,0.990859
37.7691,0.988957,0.277134,3,7,0,-36.4877,0.0875337,0.0826337,1.51072,0.999656,2.9863,0.987486,1.51072,0.999656,2.9863,0.987486
40.2479,0.840927,0.277134,4,15,0,-34.4833,0.0582428,0.101399,1.5011,1.00307,2.99006,1.00132,1.5011,1.00307,2.99006,1.00132
38.6326,0.968077,0.277134,4,15,0,-37.3939,0.104858,0.0547977,1.49831,1.00368,3.01797,1.00003,1.49831,1.00368,3.01797,1.00003
40.8265,0.998856,0.277134,4,15,0,-37.3108,0.0782057,0.11716,1.49806,1.00169,3.00015,1.00349,1.49806,1.00169,3.00015,1.00349
39.6487,0.922496,0.277134,3,15,0,-36.2446,0.107001,0.0865694,1.50098,0.99187,2.99105,1.00388,1.50098,0.99187,2.99105,1.00388
40.6709,0.830026,0.277134,4,15,0,-36.0215,0.0801701,0.0619812,1.49804,0.99992,3.01221,1.00484,1.49804,0.99992,3.01221,1.00484
# 
#  Elapsed Time: 11.5628 seconds (Warm-up)
#                1.03032 seconds (Sampling)
#                12.5931 seconds (Total)
# 
