# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = parameter_estimation_model_model
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = parameter_estimation_model_1.data.R
# init = 2 (Default)
# random
#   seed = 3242791296
# output
#   file = parameter_estimation_model_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma1.1,sigma1.2,theta1,theta2,theta3,theta4,theta.1,theta.2,theta.3,theta.4
33.9986,1,0.274046,4,15,0,-32.1064,0.0904344,0.217294,1.49453,1.002,3.01867,1.0071,1.49453,1.002,3.01867,1.0071
40.6312,0.983894,0.274046,4,15,0,-31.3622,0.0817256,0.0667299,1.49501,1.00137,3.01729,1.00536,1.49501,1.00137,3.01729,1.00536
41.5737,0.90812,0.274046,4,15,0,-38.304,0.0800479,0.0754477,1.5029,1.00611,2.99001,0.999878,1.5029,1.00611,2.99001,0.999878
37.9779,0.773067,0.274046,3,7,0,-34.5557,0.0516585,0.0673512,1.50137,1.00316,2.98714,0.997267,1.50137,1.00316,2.98714,0.997267
39.2446,0.996663,0.274046,4,15,0,-35.4763,0.0643975,0.059965,1.50754,0.999289,2.98822,0.992361,1.50754,0.999289,2.98822,0.992361
37.8559,0.98075,0.274046,4,15,0,-34.7405,0.0415224,0.0852425,1.50522,1.00282,2.98756,0.993276,1.50522,1.00282,2.98756,0.993276
39.6146,0.462357,0.274046,4,15,0,-32.4313,0.0651638,0.101007,1.50056,0.99564,2.98705,1.00105,1.50056,0.99564,2.98705,1.00105
39.9695,0.814411,0.274046,3,15,0,-36.7942,0.0769597,0.0996041,1.50245,0.994834,2.99926,0.993004,1.50245,0.994834,2.99926,0.993004
39.1832,0.998201,0.274046,4,15,0,-36.5152,0.0543616,0.0849013,1.49399,0.998249,3.0074,1.00904,1.49399,0.998249,3.0074,1.00904
40.2471,0.997216,0.274046,4,15,0,-37.5207,0.0894949,0.0630321,1.5067,1.00107,2.9931,0.991732,1.5067,1.00107,2.9931,0.991732
42.1847,0.996485,0.274046,4,15,0,-38.7405,0.0701436,0.0835335,1.49821,1.00345,3.00343,1.00359,1.49821,1.00345,3.00343,1.00359
42.3516,0.970125,0.274046,4,15,0,-41.3391,0.0743091,0.0667044,1.49981,0.997978,3.00101,0.99947,1.49981,0.997978,3.00101,0.99947
40.1213,0.846403,0.274046,3,15,0,-38.5235,0.0994177,0.0593165,1.49968,0.996934,2.99373,1.00595,1.49968,0.996934,2.99373,1.00595
40.7779,0.953508,0.274046,4,15,0,-37.2785,0.0771084,0.0730737,1.49644,1.00298,3.01544,1.00118,1.49644,1.00298,3.01544,1.00118
40.1738,0.98245,0.274046,4,15,0,-37.6963,0.0815811,0.0551648,1.49704,0.994527,3.00203,1.00795,1.49704,0.994527,3.00203,1.00795
34.7005,0.993106,0.274046,4,15,0,-33.7376,0.141369,0.0932883,1.48887,0.994633,3.01835,1.01857,1.48887,0.994633,3.01835,1.01857
35.337,1,0.274046,4,15,0,-32.7426,0.148285,0.0858816,1.48937,0.990141,3.00179,1.01746,1.48937,0.990141,3.00179,1.01746
39.9971,0.987538,0.274046,4,15,0,-33.4276,0.0588315,0.0647068,1.50463,1.01279,2.98905,0.997729,1.50463,1.01279,2.98905,0.997729
39.7038,0.885011,0.274046,4,15,0,-37.8977,0.0632471,0.0696091,1.5029,1.01387,2.98785,0.997907,1.5029,1.01387,2.98785,0.997907
33.0034,0.288695,0.274046,4,15,0,-29.7401,0.210292,0.0998264,1.49094,0.988786,3.00786,1.00252,1.49094,0.988786,3.00786,1.00252
37.9018,0.958191,0.274046,4,15,0,-30.5901,0.0876614,0.103998,1.49828,0.990378,2.99325,1.00989,1.49828,0.990378,2.99325,1.00989
40.3632,1,0.274046,3,7,0,-37.3198,0.107605,0.0980244,1.49842,0.996795,2.998,0.999426,1.49842,0.996795,2.998,0.999426
41.2433,0.946238,0.274046,4,15,0,-38.9067,0.0663386,0.0840349,1.50112,1.00461,2.99456,0.99675,1.50112,1.00461,2.99456,0.99675
41.0959,0.82824,0.274046,4,15,0,-37.8089,0.0783375,0.0623866,1.49889,1.00972,3.00259,0.999526,1.49889,1.00972,3.00259,0.999526
38.4624,0.954271,0.274046,4,15,0,-33.1297,0.0882226,0.103321,1.50782,0.995686,2.98682,0.988912,1.50782,0.995686,2.98682,0.988912
40.4498,0.797693,0.274046,4,15,0,-31.4172,0.110193,0.0947288,1.50395,1.00032,2.99555,0.998128,1.50395,1.00032,2.99555,0.998128
37.9481,0.972753,0.274046,4,15,0,-34.5615,0.0682144,0.0909474,1.49726,0.980684,3.00171,1.00639,1.49726,0.980684,3.00171,1.00639
# 
#  Elapsed Time: 12.6768 seconds (Warm-up)
#                0.629812 seconds (Sampling)
#                13.3066 seconds (Total)
# 
