# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = parameter_estimation_model_model
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = parameter_estimation_model_3.data.R
# init = 2 (Default)
# random
#   seed = 3242791300
# output
#   file = parameter_estimation_model_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma1.1,sigma1.2,theta1,theta2,theta3,theta4,theta.1,theta.2,theta.3,theta.4
40.553,0.999131,0.322233,3,7,0,-38.5715,0.101802,0.0930787,1.5031,1.00175,2.98772,0.997044,1.5031,1.00175,2.98772,0.997044
38.9253,0.903955,0.322233,4,15,0,-37.4368,0.0967461,0.0774159,1.50694,0.996908,2.99015,0.997308,1.50694,0.996908,2.99015,0.997308
38.587,0.925078,0.322233,3,15,0,-34.0837,0.0520168,0.113232,1.50334,1.00849,3.00234,0.997499,1.50334,1.00849,3.00234,0.997499
40.869,0.617302,0.322233,2,3,0,-36.1096,0.0614264,0.0956312,1.50217,1.01071,3.00197,0.996969,1.50217,1.01071,3.00197,0.996969
41.998,0.989626,0.322233,3,15,0,-40.1753,0.0741479,0.0693833,1.49856,1.00599,3.00024,1.00371,1.49856,1.00599,3.00024,1.00371
38.7683,0.779989,0.322233,3,7,0,-37.0404,0.0494267,0.071879,1.50203,0.992726,3.00166,0.999457,1.50203,0.992726,3.00166,0.999457
41.9804,0.994351,0.322233,3,7,0,-37.6947,0.0744297,0.0675362,1.49762,1.00297,3.00439,1.00536,1.49762,1.00297,3.00439,1.00536
40.2345,0.913679,0.322233,3,7,0,-38.8367,0.0506525,0.0856127,1.4976,1.00697,3.01186,1.00306,1.4976,1.00697,3.01186,1.00306
40.473,0.83517,0.322233,3,15,0,-38.7689,0.0512699,0.0917205,1.49817,1.00786,3.00457,1.00363,1.49817,1.00786,3.00457,1.00363
40.1778,0.818092,0.322233,4,15,0,-36.9179,0.102043,0.0803779,1.50098,0.989045,2.99573,0.999546,1.50098,0.989045,2.99573,0.999546
38.5662,0.953167,0.322233,3,15,0,-36.6422,0.0627379,0.0666617,1.50005,0.98509,2.99299,0.999856,1.50005,0.98509,2.99299,0.999856
41.9439,0.993155,0.322233,3,15,0,-37.3688,0.0691378,0.0742255,1.50016,1.00832,3.00295,0.998639,1.50016,1.00832,3.00295,0.998639
41.0162,0.870766,0.322233,4,15,0,-39.7391,0.100731,0.0816539,1.49937,0.999082,3.00576,1.00429,1.49937,0.999082,3.00576,1.00429
41.2414,0.986049,0.322233,2,7,0,-37.5678,0.0823061,0.0907118,1.49865,1.00037,3.00658,1.00517,1.49865,1.00037,3.00658,1.00517
40.0841,0.995957,0.322233,3,7,0,-38.8915,0.0982565,0.0740593,1.49378,1.00574,3.00724,1.00807,1.49378,1.00574,3.00724,1.00807
37.4962,0.987036,0.322233,3,15,0,-35.9816,0.0813868,0.0694533,1.49068,0.991829,3.02415,1.01245,1.49068,0.991829,3.02415,1.01245
39.0179,0.86137,0.322233,4,15,0,-32.1001,0.114067,0.113581,1.49936,0.9966,2.99604,0.996746,1.49936,0.9966,2.99604,0.996746
40.3709,0.972016,0.322233,4,15,0,-38.1295,0.0698481,0.0555586,1.49934,1.00365,3.00801,1.00424,1.49934,1.00365,3.00801,1.00424
40.4857,0.960138,0.322233,3,7,0,-36.7708,0.0871509,0.0605927,1.49785,1.00445,2.99319,1.00473,1.49785,1.00445,2.99319,1.00473
37.5968,0.968459,0.322233,4,15,0,-35.2162,0.143038,0.0496609,1.49553,1.00277,3.00629,1.00944,1.49553,1.00277,3.00629,1.00944
37.9193,0.885948,0.322233,4,15,0,-33.4361,0.054533,0.0875067,1.49425,0.994026,3.01125,1.00274,1.49425,0.994026,3.01125,1.00274
37.629,0.64844,0.322233,3,7,0,-30.1472,0.118433,0.0572951,1.49258,0.992576,3.00227,1.00567,1.49258,0.992576,3.00227,1.00567
36.2293,0.975128,0.322233,4,15,0,-32.4398,0.0867016,0.135606,1.50552,1.01206,2.9811,0.991811,1.50552,1.01206,2.9811,0.991811
39.9601,0.988599,0.322233,4,15,0,-35.1072,0.0952635,0.0599633,1.50042,0.993013,3.0049,0.996793,1.50042,0.993013,3.0049,0.996793
39.0046,0.941006,0.322233,2,3,0,-38.8399,0.0959917,0.0599481,1.50048,0.991284,3.0055,0.995806,1.50048,0.991284,3.0055,0.995806
39.6431,0.996894,0.322233,4,15,0,-37.1218,0.0701429,0.104946,1.50391,1.00683,2.98448,0.999734,1.50391,1.00683,2.98448,0.999734
40.6105,0.863727,0.322233,4,15,0,-37.0818,0.0799163,0.088274,1.50255,0.996309,2.98534,0.998586,1.50255,0.996309,2.98534,0.998586
37.504,0.929206,0.322233,2,3,0,-37.2309,0.0726802,0.0914792,1.50476,0.989816,2.97892,0.999785,1.50476,0.989816,2.97892,0.999785
40.3267,0.900738,0.322233,4,15,0,-36.416,0.0860351,0.0740641,1.49661,1.00584,3.00082,1.0092,1.49661,1.00584,3.00082,1.0092
40.6879,0.893748,0.322233,4,15,0,-36.6137,0.101764,0.0790153,1.50066,0.993208,3.00105,1.0024,1.50066,0.993208,3.00105,1.0024
40.2877,0.98855,0.322233,3,7,0,-39.5164,0.0876489,0.091342,1.4968,0.992245,3.0053,0.999857,1.4968,0.992245,3.0053,0.999857
37.611,0.968625,0.322233,3,7,0,-35.5479,0.0632081,0.122789,1.49201,0.992306,3.01258,1.00932,1.49201,0.992306,3.01258,1.00932
38.5476,0.929702,0.322233,4,15,0,-33.9503,0.0702564,0.10925,1.49338,0.988557,3.01658,1.00855,1.49338,0.988557,3.01658,1.00855
40.6867,0.978721,0.322233,4,15,0,-36.458,0.0643939,0.115814,1.49883,1.00149,3.00254,1.00422,1.49883,1.00149,3.00254,1.00422
37.9972,0.913723,0.322233,3,7,0,-37.054,0.0653031,0.136286,1.49733,1.00436,2.99867,1.00791,1.49733,1.00436,2.99867,1.00791
38.792,0.827215,0.322233,3,15,0,-31.9239,0.0636586,0.149619,1.5035,1.00583,2.99083,0.998484,1.5035,1.00583,2.99083,0.998484
36.93,0.896003,0.322233,3,7,0,-34.2738,0.057929,0.170213,1.50509,1.00356,2.99217,0.997069,1.50509,1.00356,2.99217,0.997069
37.3103,0.624387,0.322233,3,7,0,-32.8916,0.061762,0.12014,1.50245,0.99853,2.99054,0.992876,1.50245,0.99853,2.99054,0.992876
41.4504,0.966946,0.322233,3,7,0,-33.963,0.0876951,0.0812472,1.49723,1.00668,3.0021,1.00453,1.49723,1.00668,3.0021,1.00453
41.0958,0.895537,0.322233,3,11,0,-33.9264,0.0704531,0.0904733,1.50043,0.990989,2.99839,1.00188,1.50043,0.990989,2.99839,1.00188
39.6856,0.81772,0.322233,4,15,0,-36.6612,0.0576262,0.0550229,1.4972,0.994707,3.00152,1.00143,1.4972,0.994707,3.00152,1.00143
38.172,0.997333,0.322233,4,15,0,-37.202,0.129695,0.0891598,1.49187,1.00293,3.00892,1.00779,1.49187,1.00293,3.00892,1.00779
38.8897,0.961209,0.322233,4,15,0,-33.0069,0.0751556,0.0825616,1.50328,0.984848,2.99446,0.996407,1.50328,0.984848,2.99446,0.996407
39.4059,0.982691,0.322233,4,15,0,-36.3826,0.109858,0.0789978,1.50113,1.01488,3.00145,1.00243,1.50113,1.01488,3.00145,1.00243
38.1042,0.989676,0.322233,3,7,0,-36.0616,0.0798341,0.0796015,1.50176,1.02252,3.00586,0.997385,1.50176,1.02252,3.00586,0.997385
37.7731,0.935205,0.322233,4,15,0,-32.4416,0.138747,0.0724102,1.5037,1.017,2.99671,0.997492,1.5037,1.017,2.99671,0.997492
36.2047,0.944373,0.322233,4,15,0,-31.7276,0.0594533,0.117895,1.49634,0.991854,3.02146,1.00535,1.49634,0.991854,3.02146,1.00535
39.2652,1,0.322233,3,7,0,-35.2297,0.0542354,0.0900993,1.4949,0.994443,3.00546,1.00502,1.4949,0.994443,3.00546,1.00502
39.2946,0.797132,0.322233,3,7,0,-36.0452,0.077844,0.097578,1.49661,0.989052,3.00742,0.999433,1.49661,0.989052,3.00742,0.999433
39.111,0.896593,0.322233,3,7,0,-35.9356,0.0674724,0.139478,1.4992,0.990387,2.99996,1.00343,1.4992,0.990387,2.99996,1.00343
38.8484,0.992275,0.322233,4,15,0,-37.037,0.0514944,0.133287,1.49831,0.997499,3.00861,1.00057,1.49831,0.997499,3.00861,1.00057
40.9014,0.988282,0.322233,3,15,0,-36.3534,0.113839,0.0590211,1.50113,1.00046,3.00128,0.998261,1.50113,1.00046,3.00128,0.998261
38.3284,0.860392,0.322233,4,31,0,-35.0017,0.143003,0.0626073,1.50005,1.00103,3.00191,1.0067,1.50005,1.00103,3.00191,1.0067
39.1386,0.976716,0.322233,4,15,0,-37.4909,0.0962692,0.0927278,1.50471,1.00388,2.99005,1.00227,1.50471,1.00388,2.99005,1.00227
40.0246,0.914938,0.322233,4,15,0,-36.1451,0.102648,0.0727878,1.50152,0.991747,2.99776,1.00238,1.50152,0.991747,2.99776,1.00238
41.7485,0.991855,0.322233,3,15,0,-39.2668,0.0837044,0.0673904,1.49712,1.00054,2.99959,1.00562,1.49712,1.00054,2.99959,1.00562
38.7136,0.775257,0.322233,4,15,0,-35.0111,0.0860824,0.0988349,1.50871,1.01277,2.99065,0.990989,1.50871,1.01277,2.99065,0.990989
35.0731,0.60801,0.322233,3,7,0,-31.2194,0.0690443,0.102388,1.51004,1.0121,2.98917,0.994764,1.51004,1.0121,2.98917,0.994764
33.5755,1,0.322233,3,7,0,-32.3759,0.0887185,0.100774,1.50676,1.01628,2.97744,0.986908,1.50676,1.01628,2.97744,0.986908
35.8099,0.995564,0.322233,4,15,0,-30.8054,0.128198,0.0711618,1.50555,1.01518,3.0066,0.999699,1.50555,1.01518,3.0066,0.999699
38.0707,0.970087,0.322233,3,7,0,-33.4648,0.116279,0.0814586,1.50159,1.01501,3.00789,0.992635,1.50159,1.01501,3.00789,0.992635
36.2487,0.932443,0.322233,3,7,0,-34.699,0.108315,0.0929244,1.50307,1.01733,3.00917,0.989029,1.50307,1.01733,3.00917,0.989029
37.7558,1,0.322233,3,7,0,-34.8207,0.0998417,0.0872429,1.50321,1.01789,3.00678,0.991368,1.50321,1.01789,3.00678,0.991368
38.7008,0.862877,0.322233,3,7,0,-32.6985,0.102938,0.0679909,1.49826,0.995319,2.99694,0.995711,1.49826,0.995319,2.99694,0.995711
40.5914,0.825234,0.322233,2,7,0,-34.2207,0.0824691,0.0589375,1.49888,1.0029,2.99967,0.997368,1.49888,1.0029,2.99967,0.997368
39.3873,0.941723,0.322233,4,15,0,-37.2697,0.0961218,0.111083,1.50284,1.00488,2.98999,0.993712,1.50284,1.00488,2.98999,0.993712
41.2272,0.986524,0.322233,3,15,0,-37.4555,0.0715803,0.0742275,1.49798,1.00564,3.01148,1.00436,1.49798,1.00564,3.01148,1.00436
39.9241,0.96993,0.322233,4,15,0,-38.4862,0.0993283,0.110058,1.49682,0.998528,3.01246,1.00432,1.49682,0.998528,3.01246,1.00432
41.4352,0.999102,0.322233,3,15,0,-39.1518,0.0562088,0.0783391,1.4967,1.00042,3.0054,1.00448,1.4967,1.00042,3.0054,1.00448
40.1131,0.80567,0.322233,3,7,0,-38.0266,0.0456644,0.0927099,1.49909,0.997865,3.0061,1.00135,1.49909,0.997865,3.0061,1.00135
39.8463,0.491432,0.322233,3,15,0,-37.1234,0.130388,0.0755317,1.50261,1.00109,3.00218,1.00002,1.50261,1.00109,3.00218,1.00002
40.1125,0.953324,0.322233,4,15,0,-37.3665,0.0595979,0.0773867,1.49776,1.01104,3.00661,1.00037,1.49776,1.01104,3.00661,1.00037
39.4519,1,0.322233,3,15,0,-37.9967,0.0847338,0.0976363,1.5,1.01596,3.00992,1.00046,1.5,1.01596,3.00992,1.00046
37.4097,0.909647,0.322233,3,7,0,-36.1131,0.0797481,0.0812609,1.49954,1.01849,3.01567,1.00274,1.49954,1.01849,3.01567,1.00274
38.1953,0.901758,0.322233,4,15,0,-30.8367,0.132177,0.0896191,1.50014,0.988392,3.00538,1.00215,1.50014,0.988392,3.00538,1.00215
# 
#  Elapsed Time: 11.4192 seconds (Warm-up)
#                0.98499 seconds (Sampling)
#                12.4042 seconds (Total)
# 
